1764012414.297774,0
1764012414.399242,20
1764012414.504496,45
1764012414.609150,84
1764012414.714351,100
1764012414.815529,99
1764012414.916631,99
1764012415.022367,99
1764012415.127645,99
1764012415.232834,99
1764012415.334522,100
1764012415.440166,100
1764012415.541431,99
1764012415.646445,98
1764012415.747689,98
1764012415.849923,98
1764012415.955997,98
1764012416.057995,99
1764012416.159244,98
1764012416.264940,81
1764012416.370650,70
1764012416.471929,73
1764012416.576447,73
1764012416.682078,72
1764012416.783190,75
1764012416.885097,75
1764012416.987997,76
1764012417.090086,76
1764012417.191182,77
1764012417.292339,75
1764012417.393635,75
1764012417.494708,76
1764012417.600234,76
1764012417.701298,72
1764012417.802354,71
1764012417.903722,76
1764012418.004801,74
1764012418.106295,75
1764012418.207318,75
1764012418.308442,77
1764012418.409607,77
1764012418.510675,78
1764012418.612309,77
1764012418.713312,80
1764012418.814439,80
1764012418.916022,79
1764012419.017239,75
1764012419.121194,80
1764012419.222558,81
1764012419.327932,79
1764012419.428950,80
1764012419.532587,81
1764012419.637768,81
1764012419.738884,83
1764012419.839983,85
1764012419.941028,84
1764012420.042105,85
1764012420.143409,88
1764012420.249223,87
1764012420.351690,80
1764012420.452768,79
1764012420.553772,79
1764012420.654953,78
1764012420.756066,77
1764012420.857083,79
1764012420.959548,79
1764012421.061153,80
1764012421.162280,80
1764012421.263586,80
1764012421.368611,81
1764012421.469722,82
1764012421.572799,62
1764012421.678504,60
1764012421.779872,59
1764012421.880996,58
1764012421.982098,59
1764012422.083235,59
1764012422.184341,60
1764012422.285416,60
1764012422.386504,60
1764012422.487709,61
1764012422.588939,60
1764012422.690089,61
1764012422.791098,62
1764012422.892255,61
1764012422.993427,61
1764012423.094504,63
1764012423.195565,63
1764012423.296609,62
1764012423.397759,64
1764012423.498820,64
1764012423.599930,63
1764012423.701244,65
1764012423.802286,65
1764012423.903329,65
1764012424.004443,65
1764012424.105638,66
1764012424.206780,65
1764012424.308439,67
1764012424.409518,66
1764012424.510637,67
1764012424.611806,68
1764012424.713053,68
1764012424.814190,67
1764012424.915384,68
1764012425.016390,69
1764012425.117621,68
1764012425.218643,69
1764012425.319702,70
1764012425.421615,71
1764012425.522931,71
1764012425.624007,78
1764012425.725142,76
1764012425.826227,77
1764012425.927345,77
1764012426.028409,79
1764012426.129455,79
1764012426.230503,78
1764012426.331643,79
1764012426.432663,79
1764012426.533733,81
1764012426.634778,81
1764012426.736001,82
1764012426.837095,83
1764012426.938342,81
1764012427.039394,81
1764012427.140601,81
1764012427.241637,76
1764012427.342693,77
1764012427.445150,81
1764012427.546336,82
1764012427.651749,81
1764012427.752772,81
1764012427.854395,83
1764012427.955554,83
1764012428.060564,84
1764012428.161832,84
1764012428.265098,84
1764012428.366249,84
1764012428.467349,86
1764012428.568837,86
1764012428.669875,86
1764012428.775296,87
1764012428.876369,87
1764012428.979109,88
1764012429.080583,88
1764012429.181666,88
1764012429.282717,81
1764012429.387545,82
1764012429.488546,86
1764012429.589597,88
1764012429.690690,87
1764012429.791771,87
1764012429.892812,88
1764012429.998352,89
1764012430.099346,88
1764012430.200393,89
1764012430.301414,89
1764012430.402461,90
1764012430.503633,91
1764012430.604880,90
1764012430.705946,90
1764012430.807099,92
1764012430.909228,92
1764012431.010379,93
1764012431.111585,93
1764012431.212595,92
1764012431.313654,92
1764012431.419418,85
1764012431.520461,86
1764012431.626129,84
1764012431.727206,85
1764012431.828250,86
1764012431.929310,85
1764012432.030395,85
1764012432.131621,87
1764012432.234861,87
1764012432.336338,87
1764012432.437616,87
1764012432.538650,89
1764012432.639804,89
1764012432.740943,89
1764012432.842022,89
1764012432.943032,90
1764012433.044105,90
1764012433.145226,89
1764012433.246285,90
1764012433.347312,89
1764012433.448422,90
1764012433.549814,91
1764012433.650933,90
1764012433.752441,91
1764012433.853653,91
1764012433.954716,92
1764012434.055801,92
1764012434.157316,92
1764012434.260346,92
1764012434.361401,93
1764012434.462434,92
1764012434.563625,92
1764012434.664609,94
1764012434.765769,94
1764012434.868956,92
1764012434.970046,94
1764012435.071105,94
1764012435.172497,93
1764012435.274765,95
1764012435.376647,95
1764012435.478308,95
1764012435.583400,95
1764012435.684538,94
1764012435.785607,94
1764012435.886832,95
1764012435.987968,95
1764012436.089035,96
1764012436.190248,95
1764012436.293736,96
1764012436.399185,96
1764012436.500278,98
1764012436.605322,98
1764012436.709451,98
1764012436.814657,99
1764012436.920188,97
1764012437.021198,99
1764012437.122246,99
1764012437.223853,99
1764012437.325044,98
1764012437.426112,100
1764012437.527275,99
1764012437.628423,99
1764012437.729431,100
1764012437.830485,99
