1764127973.914022,0
1764127974.016008,20
1764127974.117301,19
1764127974.218567,20
1764127974.319519,19
1764127974.420638,19
1764127974.521718,19
1764127974.622827,15
1764127974.723859,14
1764127974.826847,16
1764127974.928093,18
1764127975.029246,19
1764127975.130492,20
1764127975.232369,18
1764127975.333591,13
1764127975.434648,13
1764127975.535875,16
1764127975.636951,15
1764127975.738155,12
1764127975.839229,13
1764127975.940272,15
1764127976.041410,16
1764127976.142888,17
1764127976.243969,19
1764127976.345054,20
1764127976.446171,20
1764127976.547169,19
1764127976.648367,19
1764127976.749421,18
1764127976.850628,18
1764127976.951886,18
1764127977.054385,16
1764127977.155438,13
1764127977.258400,14
1764127977.359527,20
1764127977.460699,18
1764127977.562526,18
1764127977.663612,19
1764127977.764672,18
1764127977.865742,19
1764127977.966754,15
1764127978.070797,17
1764127978.175830,19
1764127978.276839,20
1764127978.377814,16
1764127978.478865,16
1764127978.579880,16
1764127978.680918,18
1764127978.781900,20
1764127978.882898,12
1764127978.983910,15
1764127979.085025,15
1764127979.186059,17
1764127979.287114,17
1764127979.388131,20
1764127979.489246,12
1764127979.590357,20
1764127979.691401,19
1764127979.792489,16
1764127979.895432,18
1764127979.996345,10
1764127980.097398,13
1764127980.203008,13
1764127980.304124,16
1764127980.405206,16
1764127980.506504,18
1764127980.607582,19
1764127980.708648,20
1764127980.814210,18
1764127980.915340,17
1764127981.016608,20
1764127981.117654,15
1764127981.218758,15
1764127981.321521,17
1764127981.422563,17
1764127981.527712,19
1764127981.628849,20
1764127981.730161,19
1764127981.831718,19
1764127981.932884,12
1764127982.034095,15
1764127982.135401,16
1764127982.236500,18
1764127982.337468,16
1764127982.438607,16
1764127982.539825,18
1764127982.640870,12
1764127982.742054,13
1764127982.843053,15
1764127982.946725,16
1764127983.050484,17
1764127983.152089,19
1764127983.253186,20
1764127983.354335,20
1764127983.455376,20
1764127983.556504,12
1764127983.657558,13
1764127983.758583,14
1764127983.862505,16
1764127983.963585,16
1764127984.064648,18
1764127984.165809,19
1764127984.267405,20
1764127984.368918,19
1764127984.470372,11
1764127984.571781,15
1764127984.673091,18
1764127984.774554,20
1764127984.876383,19
1764127984.978149,13
1764127985.079507,6
1764127985.181860,7
1764127985.283036,10
1764127985.384328,13
1764127985.487811,15
1764127985.593746,16
1764127985.694942,17
1764127985.796056,17
1764127985.898873,18
1764127986.000379,19
1764127986.104550,18
1764127986.206625,10
1764127986.307823,13
1764127986.409015,15
1764127986.510275,16
1764127986.611365,17
1764127986.712404,19
1764127986.813688,19
1764127986.915722,14
1764127987.017043,13
1764127987.118247,17
1764127987.219301,19
1764127987.320509,20
1764127987.421628,20
1764127987.525885,20
1764127987.630403,18
1764127987.731448,9
1764127987.832553,10
1764127987.933622,14
1764127988.039478,15
1764127988.140526,16
1764127988.241721,17
1764127988.342655,19
1764127988.443690,19
1764127988.544805,20
1764127988.649780,20
1764127988.750832,10
1764127988.852348,13
1764127988.957509,15
1764127989.062141,16
1764127989.163257,16
1764127989.269066,18
1764127989.370329,20
1764127989.471477,14
1764127989.573277,8
1764127989.674471,12
1764127989.775552,16
1764127989.876745,18
1764127989.977975,11
1764127990.083461,13
1764127990.184585,13
1764127990.285776,16
1764127990.390613,16
1764127990.496203,18
1764127990.597255,19
1764127990.698397,19
1764127990.801768,19
1764127990.907147,10
1764127991.008271,12
1764127991.109378,14
1764127991.210554,14
1764127991.311682,16
1764127991.412696,17
1764127991.514087,18
1764127991.615308,19
1764127991.716498,13
1764127991.822036,12
1764127991.927797,17
1764127992.029146,18
1764127992.130352,18
1764127992.236069,13
1764127992.341788,15
1764127992.442965,10
1764127992.548207,12
1764127992.649313,12
1764127992.754520,15
1764127992.855493,16
1764127992.960588,17
1764127993.061644,18
1764127993.162911,18
1764127993.263865,20
1764127993.364994,12
1764127993.466165,12
1764127993.567209,15
1764127993.668342,16
1764127993.769517,17
1764127993.870772,18
1764127993.971868,20
1764127994.073027,20
1764127994.174390,19
1764127994.275502,15
1764127994.378905,11
1764127994.480295,14
1764127994.582071,15
1764127994.684171,17
1764127994.785572,18
1764127994.888070,19
1764127994.989227,20
1764127995.090425,20
1764127995.194634,19
1764127995.295753,12
1764127995.396894,15
1764127995.501068,18
1764127995.602277,19
1764127995.703853,20
1764127995.805129,14
1764127995.906423,15
1764127996.011118,12
1764127996.114965,14
1764127996.216079,14
1764127996.321136,16
1764127996.422139,17
1764127996.524037,18
1764127996.626303,20
1764127996.731037,20
1764127996.832219,19
1764127996.933906,9
1764127997.035499,11
1764127997.138284,14
1764127997.239493,16
1764127997.340674,16
1764127997.441734,18
1764127997.542743,19
1764127997.643981,19
1764127997.746639,20
1764127997.847828,19
1764127997.950907,11
1764127998.051994,13
1764127998.153188,15
1764127998.254439,15
1764127998.355520,18
1764127998.456573,18
1764127998.557910,19
1764127998.659005,20
1764127998.760125,10
1764127998.861197,15
1764127998.962301,16
1764127999.063906,20
1764127999.165031,19
1764127999.266237,11
1764127999.367433,15
1764127999.468603,9
1764127999.573334,12
1764127999.674640,13
1764127999.777416,15
1764127999.878508,16
1764127999.979573,16
1764128000.080647,18
1764128000.181788,19
1764128000.282894,20
1764128000.384084,19
1764128000.485173,11
1764128000.586491,12
1764128000.687564,13
1764128000.788754,15
1764128000.890053,16
1764128000.991114,18
1764128001.092244,19
1764128001.194182,17
1764128001.295510,11
1764128001.396541,15
1764128001.498084,17
1764128001.599293,19
1764128001.700591,19
1764128001.802276,18
1764128001.903947,12
1764128002.007083,10
1764128002.108195,10
1764128002.211144,13
1764128002.312229,14
1764128002.413392,15
1764128002.514742,17
1764128002.616278,17
1764128002.717564,19
1764128002.818685,20
1764128002.919838,15
1764128003.021406,12
1764128003.122801,12
1764128003.223974,13
1764128003.325129,16
1764128003.427433,17
1764128003.533199,18
1764128003.634314,20
1764128003.736174,18
1764128003.839242,15
1764128003.943475,15
1764128004.044560,18
1764128004.146302,19
1764128004.248689,18
1764128004.349757,20
1764128004.454850,19
1764128004.555933,9
1764128004.657001,10
1764128004.758174,12
1764128004.859280,14
1764128004.960378,16
1764128005.061543,17
1764128005.162791,18
1764128005.263990,18
1764128005.365132,19
1764128005.466329,10
1764128005.567481,10
1764128005.668695,14
1764128005.769772,15
1764128005.870870,15
1764128005.971929,17
1764128006.073063,19
1764128006.174126,19
1764128006.275223,19
1764128006.376315,11
1764128006.477451,13
1764128006.579686,14
1764128006.685561,16
1764128006.790803,17
1764128006.896519,19
1764128007.001694,20
1764128007.107053,20
1764128007.208273,10
1764128007.314104,16
1764128007.415162,19
1764128007.516577,19
1764128007.617993,20
1764128007.719702,20
1764128007.825112,10
1764128007.926464,13
1764128008.027691,16
1764128008.128814,13
1764128008.230078,14
1764128008.331696,15
1764128008.433025,17
1764128008.538150,19
1764128008.643087,20
1764128008.745807,20
1764128008.850516,20
1764128008.955200,11
1764128009.058794,12
1764128009.163948,14
1764128009.265075,15
1764128009.366411,16
1764128009.467527,18
1764128009.568624,19
1764128009.671240,19
1764128009.772347,10
1764128009.873771,18
1764128009.974778,18
1764128010.075827,15
1764128010.176957,9
1764128010.278491,9
1764128010.380088,12
1764128010.482219,13
1764128010.584585,15
1764128010.686892,15
1764128010.788010,17
1764128010.889982,18
1764128010.991145,19
1764128011.096659,19
1764128011.201735,14
1764128011.302849,12
1764128011.404336,13
1764128011.505605,15
1764128011.607564,16
1764128011.708650,16
1764128011.809876,18
1764128011.910971,18
1764128012.011942,20
1764128012.117424,19
1764128012.222613,12
1764128012.327461,13
1764128012.428597,15
1764128012.529659,14
1764128012.634737,17
1764128012.735833,18
1764128012.837317,19
1764128012.938599,19
1764128013.039662,10
1764128013.140723,13
1764128013.242000,14
1764128013.343001,15
1764128013.444228,15
1764128013.545336,17
1764128013.646473,18
1764128013.749913,19
1764128013.851166,10
1764128013.952366,11
1764128014.054291,12
1764128014.155478,14
1764128014.256712,15
1764128014.357791,17
1764128014.459321,19
1764128014.560546,20
1764128014.661705,19
1764128014.766857,11
1764128014.868052,12
1764128014.969111,15
1764128015.074392,20
1764128015.178086,16
1764128015.279115,17
1764128015.383326,17
1764128015.484543,11
1764128015.585553,14
1764128015.686613,15
1764128015.787720,16
1764128015.888879,16
1764128015.990056,18
1764128016.091259,19
1764128016.192363,20
1764128016.293614,11
1764128016.394740,11
1764128016.496020,14
1764128016.597185,15
1764128016.698325,17
1764128016.799436,18
1764128016.900542,19
1764128017.001694,19
1764128017.102724,19
1764128017.203749,11
1764128017.305908,13
1764128017.406980,15
1764128017.508026,16
1764128017.609111,17
1764128017.710335,19
1764128017.811494,20
1764128017.912817,19
1764128018.013968,9
1764128018.115120,13
1764128018.216143,15
1764128018.317182,20
1764128018.418309,16
1764128018.519394,17
1764128018.620504,18
1764128018.721502,11
1764128018.822589,12
1764128018.923685,14
1764128019.025109,16
1764128019.126174,18
1764128019.227205,19
1764128019.328362,19
1764128019.429482,20
1764128019.530628,12
1764128019.631664,12
1764128019.732677,14
1764128019.833747,15
1764128019.934855,17
1764128020.038443,18
1764128020.139495,19
1764128020.240567,19
1764128020.341737,20
1764128020.442743,13
1764128020.544878,15
1764128020.646663,16
1764128020.747679,11
1764128020.848844,13
1764128020.949944,13
1764128021.050963,15
1764128021.152031,16
1764128021.253449,17
1764128021.354694,19
1764128021.455812,19
1764128021.556785,20
1764128021.657775,11
1764128021.758780,13
1764128021.859753,15
1764128021.960917,14
1764128022.062113,18
1764128022.163143,19
1764128022.264338,19
1764128022.365376,20
1764128022.466459,20
1764128022.567812,9
1764128022.668916,12
1764128022.770118,14
1764128022.871171,14
1764128022.972178,16
1764128023.073346,18
1764128023.174620,19
1764128023.275970,19
1764128023.377129,18
1764128023.478338,15
1764128023.579383,18
1764128023.684468,20
1764128023.785452,16
1764128023.886743,12
1764128023.989710,10
1764128024.090709,12
1764128024.193754,13
1764128024.294890,15
1764128024.396177,17
1764128024.500543,18
1764128024.601593,19
1764128024.702707,20
1764128024.803854,16
1764128024.904990,11
1764128025.007160,12
1764128025.108273,15
1764128025.213577,17
1764128025.314587,18
1764128025.417037,19
1764128025.518116,20
1764128025.619171,19
1764128025.720229,10
1764128025.821312,12
1764128025.922500,14
1764128026.023657,16
1764128026.124893,17
1764128026.230891,18
1764128026.331940,19
1764128026.432953,20
1764128026.534056,13
1764128026.635282,11
1764128026.736307,17
1764128026.837411,18
1764128026.938510,20
1764128027.039558,15
1764128027.140588,17
1764128027.241649,11
1764128027.342730,11
1764128027.443802,13
1764128027.545510,16
1764128027.648200,17
1764128027.749232,17
1764128027.850459,19
1764128027.951580,20
1764128028.052793,13
1764128028.154001,12
1764128028.255100,14
1764128028.356189,14
1764128028.459116,17
1764128028.560759,18
1764128028.661798,19
1764128028.763066,19
1764128028.864066,20
1764128028.965189,20
1764128029.066344,12
1764128029.167367,13
1764128029.268411,14
1764128029.369504,16
1764128029.470507,17
1764128029.571988,18
1764128029.673116,20
1764128029.774331,19
1764128029.875451,19
1764128029.976620,17
1764128030.077706,17
1764128030.178737,19
1764128030.279711,19
1764128030.385182,19
1764128030.490298,12
1764128030.594307,10
1764128030.699344,12
1764128030.803957,14
1764128030.905053,14
1764128031.006184,17
1764128031.111360,18
1764128031.212575,18
1764128031.313695,20
1764128031.417313,20
1764128031.518407,19
1764128031.623491,10
1764128031.725805,12
1764128031.827001,13
1764128031.928100,15
1764128032.029226,17
1764128032.130457,17
1764128032.231656,18
1764128032.333464,19
1764128032.435418,10
1764128032.536577,11
1764128032.641614,13
1764128032.742774,15
1764128032.844925,16
1764128032.946903,17
1764128033.048001,16
1764128033.149383,19
1764128033.250525,18
1764128033.353495,11
1764128033.457370,12
1764128033.560669,13
1764128033.661922,15
1764128033.763167,16
1764128033.864287,17
1764128033.965454,19
1764128034.066523,19
